0.2,0,0,0,18,2,999,0,0,0,0,0,0,0
0.4,0,0,0,-1,0,137, 230.0,140,230, 161.0,96,0,0
0.2,0,180,0,22,2,999,0,0,0,0,0,0,0
0.2,0,271.28,0,134.03,2,999,0,0,0,0,0,0,0
0.2,0,0,0,16,2,999,0,0,0,0,0,0,0
0.6,0,0,0,-1,0,137, 231.0,143,222, 160.0,93,0,0
0,0,0,0,999,0,999,0,0,0,0,0,0,0
