0.4,0,0,0,25,1,999,0,0,0,0,0,0,180
0.7,-0.075,12.06,330,130.74,0,999,0,0,0,0,0,0,180
0.7,0,0,330,-1,1,259,376.0,320,96,81.0,40,0,180
0.45,0,0,0,-1,2,320,376.0,259,40,81.0,96,0,180
0.7,-0.075,170.27,0,225.24,0,999,0,0,0,0,0,0,180
0.6,0.075,10,150,177.01,2,999,0,0,0,0,0,0,180
0,0,0,0,999,0,999,0,0,0,0,0,0,180
